epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,452.663,0.98704,1.78321,0.95346,0.9468,0.95957,0.97453,0.71641,0.87881,1.27219,0.86161,0.000663265,0.000663265,0.000663265
